symbol,entry_price,exit_price,quantity,pnl,timestamp
NIFTY25SEPFUT,0.0,24533.53313080473,50,1226676.6565402367,2025-11-29 17:06:05.964041
NIFTY25SEPFUT,0.0,24567.305699804492,50,1228365.2849902245,2025-11-29 17:06:05.964629
NIFTY25SEPFUT,0.0,24597.544619566845,50,1229877.2309783422,2025-11-29 17:06:05.965235
NIFTY25SEPFUT,0.0,24524.693166150537,50,1226234.6583075267,2025-11-29 17:06:05.966485
NIFTY25SEPFUT,0.0,24537.534212478888,50,1226876.7106239444,2025-11-29 17:06:05.967347
NIFTY25SEPFUT,0.0,24519.54814334038,50,1225977.407167019,2025-11-29 17:06:05.968571
NIFTY25SEPFUT,0.0,24524.714193104195,50,1226235.7096552097,2025-11-29 17:06:05.969334
NIFTY25SEPFUT,24467.620292279425,24488.41445705877,50,1039.7082389672505,2025-11-29 17:06:05.970546
NIFTY25SEPFUT,24433.53295531484,24452.814287151225,50,964.0665918192099,2025-11-29 17:06:05.972389
NIFTY25SEPFUT,24423.367738901197,24433.013082751557,50,482.26719251797476,2025-11-29 17:06:05.972988
NIFTY25SEPFUT,24423.367738901197,24470.98923333644,50,2381.074721762161,2025-11-29 17:06:05.973305
NIFTY25SEPFUT,24430.010122428128,24469.26368011259,50,1962.6778842230124,2025-11-29 17:06:05.973794
NIFTY25SEPFUT,24418.217365827637,24417.145765005167,50,-53.5800411234959,2025-11-29 17:06:05.974553
NIFTY25SEPFUT,24418.217365827637,24436.996046514403,50,938.9340343383083,2025-11-29 17:06:05.974775
NIFTY25SEPFUT,24418.217365827637,24484.489449762783,50,3313.6041967572964,2025-11-29 17:06:05.974946
NIFTY25SEPFUT,24439.058324161684,24476.600162732233,50,1877.091928527443,2025-11-29 17:06:05.975600
NIFTY25SEPFUT,24451.12176023311,24490.68434212787,50,1978.1290947381422,2025-11-29 17:06:05.975943
NIFTY25SEPFUT,24451.338290850697,24452.684076591602,50,67.28928704524151,2025-11-29 17:06:05.977011
NIFTY25SEPFUT,24435.36233567151,24448.04692144448,50,634.2292886483847,2025-11-29 17:06:05.977529
NIFTY25SEPFUT,24430.83535917114,24458.84878000954,50,1400.6710419200317,2025-11-29 17:06:05.977975
NIFTY25SEPFUT,24430.83535917114,24466.515301822947,50,1783.9971325904116,2025-11-29 17:06:05.978194
NIFTY25SEPFUT,24426.358086723423,24455.750880418644,50,1469.639684761023,2025-11-29 17:06:05.978965
